# dir.des.scop.txt 
# SCOP release 1.69 (July 2005)  [File format version 1.00]
# http://scop.mrc-lmb.cam.ac.uk/scop/
# Copyright (c) 1994-2005 the scop authors; see http://scop.mrc-lmb.cam.ac.uk/scop/lic/copy.html
46456	cl	a	-	All alpha proteins
38859	px	d.54.1.1	d1pdz_2	1pdz 1-139
38860	px	d.54.1.1	d1pdy_2	1pdy 1-139
89925	sp	d.54.1.1	-	Trypanosoma brucei brucei
86919	px	d.54.1.1	d1oepa2	1oep A:-2-138
89926	sp	d.54.1.1	-	Enterococcus hirae
83816	px	d.54.1.1	d1iyxa2	1iyx A:1-136
83818	px	d.54.1.1	d1iyxb2	1iyx B:1-136
69710	sp	d.54.1.1	-	Escherichia coli
64819	px	d.54.1.1	d1e9ia2	1e9i A:1-139
64821	px	d.54.1.1	d1e9ib2	1e9i B:1-139
64823	px	d.54.1.1	d1e9ic2	1e9i C:1-139
64825	px	d.54.1.1	d1e9id2	1e9i D:1-139
110936	sp	d.54.1.1	-	Human (Homo sapiens), gamma isoform
106798	px	d.54.1.1	d1te6a2	1te6 A:1-139
106800	px	d.54.1.1	d1te6b2	1te6 B:1-139
54831	dm	d.54.1.1	-	D-glucarate dehydratase
54832	sp	d.54.1.1	-	Pseudomonas putida
38861	px	d.54.1.1	d1bqg_2	1bqg 12-143
54833	sp	d.54.1.1	-	Escherichia coli
38862	px	d.54.1.1	d1ec7a2	1ec7 A:5-137
38863	px	d.54.1.1	d1ec7b2	1ec7 B:5-137
38864	px	d.54.1.1	d1ec7c2	1ec7 C:5-137
38865	px	d.54.1.1	d1ec7d2	1ec7 D:4-137
38866	px	d.54.1.1	d1ec8a2	1ec8 A:5-137
38867	px	d.54.1.1	d1ec8b2	1ec8 B:5-137
38868	px	d.54.1.1	d1ec8c2	1ec8 C:5-137
38869	px	d.54.1.1	d1ec8d2	1ec8 D:5-137
62898	px	d.54.1.1	d1jdfa2	1jdf A:5-137
62900	px	d.54.1.1	d1jdfb2	1jdf B:5-137
62902	px	d.54.1.1	d1jdfc2	1jdf C:5-137
62904	px	d.54.1.1	d1jdfd2	1jdf D:5-137
38870	px	d.54.1.1	d1ec9a2	1ec9 A:4-137
38871	px	d.54.1.1	d1ec9b2	1ec9 B:4-137
38872	px	d.54.1.1	d1ec9c2	1ec9 C:4-137
38873	px	d.54.1.1	d1ec9d2	1ec9 D:3-137
38874	px	d.54.1.1	d1ecqa2	1ecq A:3-137
38875	px	d.54.1.1	d1ecqb2	1ecq B:5-137
38876	px	d.54.1.1	d1ecqc2	1ecq C:4-137
38877	px	d.54.1.1	d1ecqd2	1ecq D:5-137
62883	px	d.54.1.1	d1jcta2	1jct A:4-137
62885	px	d.54.1.1	d1jctb2	1jct B:5-137
54834	dm	d.54.1.1	-	O-succinylbenzoate synthase
54835	sp	d.54.1.1	-	Escherichia coli
97166	px	d.54.1.1	d1r6wa2	1r6w A:-2-99
38878	px	d.54.1.1	d1fhua2	1fhu A:1-99
38879	px	d.54.1.1	d1fhva2	1fhv A:-3-99
54836	dm	d.54.1.1	-	Muconate-lactonizing enzyme (cis muconate cycloisomerase)
54837	sp	d.54.1.1	-	Pseudomonas putida
38880	px	d.54.1.1	d1muca2	1muc A:4-130
38881	px	d.54.1.1	d1mucb2	1muc B:4-130
38882	px	d.54.1.1	d1bkha2	1bkh A:4-130
38883	px	d.54.1.1	d1bkhb2	1bkh B:4-130
38884	px	d.54.1.1	d1bkhc2	1bkh C:4-130
38885	px	d.54.1.1	d2muca2	2muc A:4-130
38886	px	d.54.1.1	d2mucb2	2muc B:4-130
38887	px	d.54.1.1	d3muca2	3muc A:4-130
38888	px	d.54.1.1	d3mucb2	3muc B:4-130
59729	px	d.54.1.1	d1f9ca2	1f9c A:3-130
59731	px	d.54.1.1	d1f9cb2	1f9c B:3-130
54838	dm	d.54.1.1	-	Mandelate racemase
54839	sp	d.54.1.1	-	Pseudomonas putida
38889	px	d.54.1.1	d2mnr_2	2mnr 3-132
38890	px	d.54.1.1	d1mns_2	1mns 3-132
38891	px	d.54.1.1	d1mdl_2	1mdl 3-132
38892	px	d.54.1.1	d1mdr_2	1mdr 3-132
38893	px	d.54.1.1	d1dtn_2	1dtn 3-132
38894	px	d.54.1.1	d1mra_2	1mra 3-132
54840	dm	d.54.1.1	-	Chlormuconate cycloisomerase
54841	sp	d.54.1.1	-	Alcaligenes eutrophus
38895	px	d.54.1.1	d2chr_2	2chr 1-126
38896	px	d.54.1.1	d1chra2	1chr A:1-126
38897	px	d.54.1.1	d1chrb2	1chr B:1-126
102948	sp	d.54.1.1	-	Pseudomonas sp. p51
92184	px	d.54.1.1	d1nu5a2	1nu5 A:1-126
69711	dm	d.54.1.1	-	L-Ala-D/L-Glu epimerase
69712	sp	d.54.1.1	-	Escherichia coli
67015	px	d.54.1.1	d1jpdx2	1jpd X:-2-113
69713	sp	d.54.1.1	-	Bacillus subtilis
67032	px	d.54.1.1	d1jpma2	1jpm A:1-125
67034	px	d.54.1.1	d1jpmb2	1jpm B:1-125
67036	px	d.54.1.1	d1jpmc2	1jpm C:1-125
67038	px	d.54.1.1	d1jpmd2	1jpm D:1-125
107090	px	d.54.1.1	d1tkka2	1tkk A:2-125
107092	px	d.54.1.1	d1tkkb2	1tkk B:2-125
107094	px	d.54.1.1	d1tkkc2	1tkk C:2-125
107096	px	d.54.1.1	d1tkkd2	1tkk D:2-125
107098	px	d.54.1.1	d1tkke2	1tkk E:2-125
107100	px	d.54.1.1	d1tkkf2	1tkk F:2-125
107102	px	d.54.1.1	d1tkkg2	1tkk G:2-125
107104	px	d.54.1.1	d1tkkh2	1tkk H:2-125
69714	dm	d.54.1.1	-	beta-Methylaspartase
69715	sp	d.54.1.1	-	Clostridium tetanomorphum
68456	px	d.54.1.1	d1kd0a2	1kd0 A:1-160
68458	px	d.54.1.1	d1kd0b2	1kd0 B:1-160
68452	px	d.54.1.1	d1kcza2	1kcz A:1-160
68454	px	d.54.1.1	d1kczb2	1kcz B:1-160
69716	sp	d.54.1.1	-	Citrobacter amalonaticus
68676	px	d.54.1.1	d1kkoa2	1kko A:1-160
68678	px	d.54.1.1	d1kkob2	1kko B:1-160
68684	px	d.54.1.1	d1kkra2	1kkr A:1-160
68686	px	d.54.1.1	d1kkrb2	1kkr B:1-160
102949	dm	d.54.1.1	-	Hypothetical protein Atu3453
102950	sp	d.54.1.1	-	Agrobacterium tumefaciens
97929	px	d.54.1.1	d1rvka2	1rvk A:1-126
110937	dm	d.54.1.1	-	N-acylamino acid racemase
110938	sp	d.54.1.1	-	Amycolatopsis sp.
105633	px	d.54.1.1	d1sjda2	1sjd A:1-125
105635	px	d.54.1.1	d1sjdb2	1sjd B:1-125
105637	px	d.54.1.1	d1sjdc2	1sjd C:1-125
105639	px	d.54.1.1	d1sjdd2	1sjd D:1-125
105625	px	d.54.1.1	d1sjca2	1sjc A:1-125
105627	px	d.54.1.1	d1sjcb2	1sjc B:1-125
105629	px	d.54.1.1	d1sjcc2	1sjc C:1-125
105631	px	d.54.1.1	d1sjcd2	1sjc D:1-125
105617	px	d.54.1.1	d1sjba2	1sjb A:1-125
105619	px	d.54.1.1	d1sjbb2	1sjb B:1-125
105621	px	d.54.1.1	d1sjbc2	1sjb C:1-125
105623	px	d.54.1.1	d1sjbd2	1sjb D:1-125
105609	px	d.54.1.1	d1sjaa2	1sja A:1-125
105611	px	d.54.1.1	d1sjab2	1sja B:1-125
105613	px	d.54.1.1	d1sjac2	1sja C:1-125
105615	px	d.54.1.1	d1sjad2	1sja D:1-125
110939	sp	d.54.1.1	-	Deinococcus radiodurans
104748	px	d.54.1.1	d1r0ma2	1r0m A:6-132
104750	px	d.54.1.1	d1r0mb2	1r0m B:6-132
104752	px	d.54.1.1	d1r0mc2	1r0m C:6-132
104754	px	d.54.1.1	d1r0md2	1r0m D:6-132
54842	cf	d.55	-	Ribosomal protein L22
54843	sf	d.55.1	-	Ribosomal protein L22
54844	fa	d.55.1.1	-	Ribosomal protein L22
54845	dm	d.55.1.1	-	Ribosomal protein L22
54846	sp	d.55.1.1	-	Thermus aquaticus, subsp. Thermus thermophilus
76734	px	d.55.1.1	d1i4ja_	1i4j A:
76735	px	d.55.1.1	d1i4jb_	1i4j B:
38898	px	d.55.1.1	d1bxea_	1bxe A:
54847	sp	d.55.1.1	-	Archaeon Haloarcula marismortui
63102	px	d.55.1.1	d1jj2q_	1jj2 Q:
78857	px	d.55.1.1	d1m90s_	1m90 S:
105337	px	d.55.1.1	d1s72r_	1s72 R:
85810	px	d.55.1.1	d1njis_	1nji S:
38899	px	d.55.1.1	d1ffko_	1ffk O:
96116	px	d.55.1.1	d1q81s_	1q81 S:
96146	px	d.55.1.1	d1q82s_	1q82 S:
84374	px	d.55.1.1	d1kc8s_	1kc8 S:
96379	px	d.55.1.1	d1qvfq_	1qvf Q:
72230	px	d.55.1.1	d1k9ms_	1k9m S:
72341	px	d.55.1.1	d1kd1s_	1kd1 S:
72163	px	d.55.1.1	d1k8as_	1k8a S:
68832	px	d.55.1.1	d1kqsq_	1kqs Q:
96082	px	d.55.1.1	d1q7ys_	1q7y S:
96409	px	d.55.1.1	d1qvgq_	1qvg Q:
85446	px	d.55.1.1	d1n8rs_	1n8r S:
84335	px	d.55.1.1	d1k73s_	1k73 S:
96184	px	d.55.1.1	d1q86s_	1q86 S:
74401	px	d.55.1.1	d1m1ks_	1m1k S:
64262	cf	d.188	-	Prokaryotic ribosomal protein L17
64263	sf	d.188.1	-	Prokaryotic ribosomal protein L17
64264	fa	d.188.1.1	-	Prokaryotic ribosomal protein L17
64265	dm	d.188.1.1	-	Prokaryotic ribosomal protein L17
64266	sp	d.188.1.1	-	Thermus thermophilus
60445	px	d.188.1.1	d1gd8a_	1gd8 A:
60446	px	d.188.1.1	d1gd8b_	1gd8 B:
60447	px	d.188.1.1	d1gd8c_	1gd8 C:
60448	px	d.188.1.1	d1gd8d_	1gd8 D:
60449	px	d.188.1.1	d1gd8e_	1gd8 E:
60450	px	d.188.1.1	d1gd8f_	1gd8 F:
60451	px	d.188.1.1	d1gd8g_	1gd8 G:
60452	px	d.188.1.1	d1gd8h_	1gd8 H:
60453	px	d.188.1.1	d1gd8i_	1gd8 I:
54848	cf	d.56	-	GroEL-intermediate domain like
54849	sf	d.56.1	-	GroEL-intermediate domain like
54850	fa	d.56.1.1	-	GroEL-like chaperone, intermediate domain
54851	dm	d.56.1.1	-	GroEL, I domain
54852	sp	d.56.1.1	-	Escherichia coli
38900	px	d.56.1.1	d1oela3	1oel A:137-190,A:367-409
38901	px	d.56.1.1	d1oelb3	1oel B:137-190,B:367-409
38902	px	d.56.1.1	d1oelc4	1oel C:137-190,C:367-409
38903	px	d.56.1.1	d1oeld3	1oel D:137-190,D:367-409
38904	px	d.56.1.1	d1oele3	1oel E:137-190,E:367-409
38905	px	d.56.1.1	d1oelf3	1oel F:137-190,F:367-409
38906	px	d.56.1.1	d1oelg3	1oel G:137-190,G:367-409
84416	px	d.56.1.1	d1kp8a3	1kp8 A:137-190,A:367-409
84419	px	d.56.1.1	d1kp8b3	1kp8 B:137-190,B:367-409
84422	px	d.56.1.1	d1kp8c3	1kp8 C:137-190,C:367-409
84425	px	d.56.1.1	d1kp8d3	1kp8 D:137-190,D:367-409
84428	px	d.56.1.1	d1kp8e3	1kp8 E:137-190,E:367-409
84431	px	d.56.1.1	d1kp8f3	1kp8 F:137-190,F:367-409
84434	px	d.56.1.1	d1kp8g3	1kp8 G:137-190,G:367-409
84437	px	d.56.1.1	d1kp8h3	1kp8 H:137-190,H:367-409
84440	px	d.56.1.1	d1kp8i3	1kp8 I:137-190,I:367-409
84443	px	d.56.1.1	d1kp8j3	1kp8 J:137-190,J:367-409
84446	px	d.56.1.1	d1kp8k3	1kp8 K:137-190,K:367-409
84449	px	d.56.1.1	d1kp8l3	1kp8 L:137-190,L:367-409
84452	px	d.56.1.1	d1kp8m3	1kp8 M:137-190,M:367-409
84455	px	d.56.1.1	d1kp8n3	1kp8 N:137-190,N:367-409
91323	px	d.56.1.1	d1mnfa3	1mnf A:137-190,A:367-409
91326	px	d.56.1.1	d1mnfb3	1mnf B:137-190,B:367-409
91329	px	d.56.1.1	d1mnfc3	1mnf C:137-190,C:367-409
91332	px	d.56.1.1	d1mnfd3	1mnf D:137-190,D:367-409
91335	px	d.56.1.1	d1mnfe3	1mnf E:137-190,E:367-409
91338	px	d.56.1.1	d1mnff3	1mnf F:137-190,F:367-409
91341	px	d.56.1.1	d1mnfg3	1mnf G:137-190,G:367-409
91344	px	d.56.1.1	d1mnfh3	1mnf H:137-190,H:367-409
91347	px	d.56.1.1	d1mnfi3	1mnf I:137-190,I:367-409
91350	px	d.56.1.1	d1mnfj3	1mnf J:137-190,J:367-409
91353	px	d.56.1.1	d1mnfk3	1mnf K:137-190,K:367-409
91356	px	d.56.1.1	d1mnfl3	1mnf L:137-190,L:367-409
91359	px	d.56.1.1	d1mnfm3	1mnf M:137-190,M:367-409
91362	px	d.56.1.1	d1mnfn3	1mnf N:137-190,N:367-409
94446	px	d.56.1.1	d1pcqa3	1pcq A:137-190,A:367-409
94449	px	d.56.1.1	d1pcqb3	1pcq B:137-190,B:367-409
94452	px	d.56.1.1	d1pcqc3	1pcq C:137-190,C:367-409
94455	px	d.56.1.1	d1pcqd3	1pcq D:137-190,D:367-409
94458	px	d.56.1.1	d1pcqe3	1pcq E:137-190,E:367-409
94461	px	d.56.1.1	d1pcqf3	1pcq F:137-190,F:367-409
94464	px	d.56.1.1	d1pcqg3	1pcq G:137-190,G:367-409
94467	px	d.56.1.1	d1pcqh3	1pcq H:137-190,H:367-409
94470	px	d.56.1.1	d1pcqi3	1pcq I:137-190,I:367-409
94473	px	d.56.1.1	d1pcqj3	1pcq J:137-190,J:367-409
94476	px	d.56.1.1	d1pcqk3	1pcq K:137-190,K:367-409
94479	px	d.56.1.1	d1pcql3	1pcq L:137-190,L:367-409
94482	px	d.56.1.1	d1pcqm3	1pcq M:137-190,M:367-409
94485	px	d.56.1.1	d1pcqn3	1pcq N:137-190,N:367-409
90978	px	d.56.1.1	d1kpo13	1kpo 1:137-190,1:367-409
90981	px	d.56.1.1	d1kpo23	1kpo 2:137-190,2:367-409
90984	px	d.56.1.1	d1kpoo3	1kpo O:137-190,O:367-409
90987	px	d.56.1.1	d1kpop3	1kpo P:137-190,P:367-409
90990	px	d.56.1.1	d1kpoq3	1kpo Q:137-190,Q:367-409
90993	px	d.56.1.1	d1kpor3	1kpo R:137-190,R:367-409
90996	px	d.56.1.1	d1kpos3	1kpo S:137-190,S:367-409
90999	px	d.56.1.1	d1kpot3	1kpo T:137-190,T:367-409
91002	px	d.56.1.1	d1kpou3	1kpo U:137-190,U:367-409
91005	px	d.56.1.1	d1kpov3	1kpo V:137-190,V:367-409
91008	px	d.56.1.1	d1kpow3	1kpo W:137-190,W:367-409
91011	px	d.56.1.1	d1kpox3	1kpo X:137-190,X:367-409
91014	px	d.56.1.1	d1kpoy3	1kpo Y:137-190,Y:367-409
91017	px	d.56.1.1	d1kpoz3	1kpo Z:137-190,Z:367-409
38921	px	d.56.1.1	d1aona3	1aon A:137-190,A:367-409
38922	px	d.56.1.1	d1aonb3	1aon B:137-190,B:367-409
38923	px	d.56.1.1	d1aonc3	1aon C:137-190,C:367-409
38924	px	d.56.1.1	d1aond3	1aon D:137-190,D:367-409
38925	px	d.56.1.1	d1aone3	1aon E:137-190,E:367-409
38926	px	d.56.1.1	d1aonf3	1aon F:137-190,F:367-409
38927	px	d.56.1.1	d1aong3	1aon G:137-190,G:367-409
38928	px	d.56.1.1	d1aonh3	1aon H:137-190,H:367-409
38929	px	d.56.1.1	d1aoni3	1aon I:137-190,I:367-409
38930	px	d.56.1.1	d1aonj3	1aon J:137-190,J:367-409
38931	px	d.56.1.1	d1aonk3	1aon K:137-190,K:367-409
38932	px	d.56.1.1	d1aonl3	1aon L:137-190,L:367-409
38933	px	d.56.1.1	d1aonm3	1aon M:137-190,M:367-409
38934	px	d.56.1.1	d1aonn3	1aon N:137-190,N:367-409
94608	px	d.56.1.1	d1pf9a3	1pf9 A:137-190,A:367-409
94611	px	d.56.1.1	d1pf9b3	1pf9 B:137-190,B:367-409
94614	px	d.56.1.1	d1pf9c3	1pf9 C:137-190,C:367-409
94617	px	d.56.1.1	d1pf9d3	1pf9 D:137-190,D:367-409
94620	px	d.56.1.1	d1pf9e3	1pf9 E:137-190,E:367-409
94623	px	d.56.1.1	d1pf9f3	1pf9 F:137-190,F:367-409
94626	px	d.56.1.1	d1pf9g3	1pf9 G:137-190,G:367-409
94629	px	d.56.1.1	d1pf9h3	1pf9 H:137-190,H:367-409
94632	px	d.56.1.1	d1pf9i3	1pf9 I:137-190,I:367-409
94635	px	d.56.1.1	d1pf9j3	1pf9 J:137-190,J:367-409
94638	px	d.56.1.1	d1pf9k3	1pf9 K:137-190,K:367-409
94641	px	d.56.1.1	d1pf9l3	1pf9 L:137-190,L:367-409
94644	px	d.56.1.1	d1pf9m3	1pf9 M:137-190,M:367-409
94647	px	d.56.1.1	d1pf9n3	1pf9 N:137-190,N:367-409
38935	px	d.56.1.1	d1grl_3	1grl 137-190,367-409
90840	px	d.56.1.1	d1j4za3	1j4z A:137-190,A:367-409
90843	px	d.56.1.1	d1j4zb3	1j4z B:137-190,B:367-409
90846	px	d.56.1.1	d1j4zc3	1j4z C:137-190,C:367-409
90849	px	d.56.1.1	d1j4zd3	1j4z D:137-190,D:367-409
90852	px	d.56.1.1	d1j4ze3	1j4z E:137-190,E:367-409
90855	px	d.56.1.1	d1j4zf3	1j4z F:137-190,F:367-409
90858	px	d.56.1.1	d1j4zg3	1j4z G:137-190,G:367-409
90861	px	d.56.1.1	d1j4zh3	1j4z H:137-190,H:367-409
90864	px	d.56.1.1	d1j4zi3	1j4z I:137-190,I:367-409
90867	px	d.56.1.1	d1j4zj3	1j4z J:137-190,J:367-409
90870	px	d.56.1.1	d1j4zk3	1j4z K:137-190,K:367-409
90873	px	d.56.1.1	d1j4zl3	1j4z L:137-190,L:367-409
90876	px	d.56.1.1	d1j4zm3	1j4z M:137-190,M:367-409
90879	px	d.56.1.1	d1j4zn3	1j4z N:137-190,N:367-409
69717	sp	d.56.1.1	-	Paracoccus denitrificans
66226	px	d.56.1.1	d1ioka3	1iok A:137-190,A:367-409
66229	px	d.56.1.1	d1iokb3	1iok B:137-190,B:367-409
66232	px	d.56.1.1	d1iokc3	1iok C:137-190,C:367-409
66235	px	d.56.1.1	d1iokd3	1iok D:137-190,D:367-409
66238	px	d.56.1.1	d1ioke3	1iok E:137-190,E:367-409
66241	px	d.56.1.1	d1iokf3	1iok F:137-190,F:367-409
66244	px	d.56.1.1	d1iokg3	1iok G:137-190,G:367-409
110940	sp	d.56.1.1	-	Thermus thermophilus
109290	px	d.56.1.1	d1we3a3	1we3 A:139-189,A:374-408
109293	px	d.56.1.1	d1we3b3	1we3 B:139-189,B:374-408
109296	px	d.56.1.1	d1we3c3	1we3 C:139-189,C:374-408
109299	px	d.56.1.1	d1we3d3	1we3 D:139-189,D:374-408
109302	px	d.56.1.1	d1we3e3	1we3 E:139-189,E:374-408
109305	px	d.56.1.1	d1we3f3	1we3 F:139-189,F:374-408
109308	px	d.56.1.1	d1we3g3	1we3 G:139-189,G:374-408
109311	px	d.56.1.1	d1we3h3	1we3 H:139-189,H:374-408
109314	px	d.56.1.1	d1we3i3	1we3 I:139-189,I:374-408
109317	px	d.56.1.1	d1we3j3	1we3 J:139-189,J:374-408
109320	px	d.56.1.1	d1we3k3	1we3 K:139-189,K:374-408
109323	px	d.56.1.1	d1we3l3	1we3 L:139-189,L:374-408
109326	px	d.56.1.1	d1we3m3	1we3 M:139-189,M:374-408
109329	px	d.56.1.1	d1we3n3	1we3 N:139-189,N:374-408
109342	px	d.56.1.1	d1wf4a3	1wf4 A:139-189,A:374-408
109345	px	d.56.1.1	d1wf4b3	1wf4 B:139-189,B:374-408
109348	px	d.56.1.1	d1wf4c3	1wf4 C:139-189,C:374-408
109351	px	d.56.1.1	d1wf4d3	1wf4 D:139-189,D:374-408
109354	px	d.56.1.1	d1wf4e3	1wf4 E:139-189,E:374-408
109357	px	d.56.1.1	d1wf4f3	1wf4 F:139-189,F:374-408
109360	px	d.56.1.1	d1wf4g3	1wf4 G:139-189,G:374-408
109363	px	d.56.1.1	d1wf4h3	1wf4 H:139-189,H:374-408
109366	px	d.56.1.1	d1wf4i3	1wf4 I:139-189,I:374-408
109369	px	d.56.1.1	d1wf4j3	1wf4 J:139-189,J:374-408
109372	px	d.56.1.1	d1wf4k3	1wf4 K:139-189,K:374-408
109375	px	d.56.1.1	d1wf4l3	1wf4 L:139-189,L:374-408
109378	px	d.56.1.1	d1wf4m3	1wf4 M:139-189,M:374-408
109381	px	d.56.1.1	d1wf4n3	1wf4 N:139-189,N:374-408
54853	fa	d.56.1.2	-	Group II chaperonin (CCT, TRIC), intermediate domain
54854	dm	d.56.1.2	-	Thermosome, I domain
100973	sp	d.56.1.2	-	Archaeon Thermoplasma acidophilum, alpha chain
38938	px	d.56.1.2	d1a6ea3	1a6e A:146-214,A:368-403
38936	px	d.56.1.2	d1a6da3	1a6d A:146-214,A:368-403
102951	sp	d.56.1.2	-	Archaeon Thermococcus sp. ks-1, alpha chain
95706	px	d.56.1.2	d1q3qa3	1q3q A:146-216,A:370-405
95709	px	d.56.1.2	d1q3qb3	1q3q B:146-216,B:370-405
95712	px	d.56.1.2	d1q3qc3	1q3q C:146-216,C:370-405
95715	px	d.56.1.2	d1q3qd3	1q3q D:146-216,D:370-405
95645	px	d.56.1.2	d1q2va3	1q2v A:146-216,A:370-405
95648	px	d.56.1.2	d1q2vb3	1q2v B:146-216,B:370-405
95651	px	d.56.1.2	d1q2vc3	1q2v C:146-216,C:370-405
95654	px	d.56.1.2	d1q2vd3	1q2v D:146-216,D:370-405
95718	px	d.56.1.2	d1q3ra3	1q3r A:146-216,A:370-405
95721	px	d.56.1.2	d1q3rb3	1q3r B:146-216,B:370-405
95724	px	d.56.1.2	d1q3rc3	1q3r C:146-216,C:370-405
95727	px	d.56.1.2	d1q3rd3	1q3r D:146-216,D:370-405
95730	px	d.56.1.2	d1q3sa3	1q3s A:146-216,A:370-405
95733	px	d.56.1.2	d1q3sb3	1q3s B:146-216,B:370-405
95736	px	d.56.1.2	d1q3sc3	1q3s C:146-216,C:370-405
95739	px	d.56.1.2	d1q3sd3	1q3s D:146-216,D:370-405
95742	px	d.56.1.2	d1q3se3	1q3s E:146-216,E:370-405
95745	px	d.56.1.2	d1q3sf3	1q3s F:146-216,F:370-405
95748	px	d.56.1.2	d1q3sg3	1q3s G:146-216,G:370-405
95751	px	d.56.1.2	d1q3sh3	1q3s H:146-216,H:370-405
100974	sp	d.56.1.2	-	Archaeon Thermoplasma acidophilum, beta chain
38939	px	d.56.1.2	d1a6eb3	1a6e B:145-215,B:368-403
38937	px	d.56.1.2	d1a6db3	1a6d B:145-215,B:368-403
64267	cf	d.189	-	PX domain
64268	sf	d.189.1	-	PX domain
64269	fa	d.189.1.1	-	PX domain
69718	dm	d.189.1.1	-	p40phox NADPH oxidase
69719	sp	d.189.1.1	-	Human (Homo sapiens)
65681	px	d.189.1.1	d1h6ha_	1h6h A:
64270	dm	d.189.1.1	-	p47phox NADPH oxidase
64271	sp	d.189.1.1	-	Human (Homo sapiens)
91020	px	d.189.1.1	d1kq6a_	1kq6 A:
81144	px	d.189.1.1	d1o7ka_	1o7k A:
81145	px	d.189.1.1	d1o7kb_	1o7k B:
81146	px	d.189.1.1	d1o7kc_	1o7k C:
60439	px	d.189.1.1	d1gd5a_	1gd5 A:
75424	dm	d.189.1.1	-	Vam7p
75425	sp	d.189.1.1	-	Baker's yeast (Saccharomyces cerevisiae)
72744	px	d.189.1.1	d1kmda_	1kmd A:
102952	dm	d.189.1.1	-	Sorting nexin grd19
102953	sp	d.189.1.1	-	Baker's yeast (Saccharomyces cerevisiae)
92776	px	d.189.1.1	d1ocsa_	1ocs A:
92777	px	d.189.1.1	d1ocua_	1ocu A:
92778	px	d.189.1.1	d1ocub_	1ocu B:
69720	cf	d.203	-	DsrC, the gamma subunit of dissimilatory sulfite reductase
69721	sf	d.203.1	-	DsrC, the gamma subunit of dissimilatory sulfite reductase
69722	fa	d.203.1.1	-	DsrC, the gamma subunit of dissimilatory sulfite reductase
69723	dm	d.203.1.1	-	DsrC, the gamma subunit of dissimilatory sulfite reductase
69724	sp	d.203.1.1	-	Archaeon Pyrobaculum aerophilum
66733	px	d.203.1.1	d1ji8a_	1ji8 A:
54856	cf	d.57	-	DNA damage-inducible protein DinI
54857	sf	d.57.1	-	DNA damage-inducible protein DinI
54858	fa	d.57.1.1	-	DNA damage-inducible protein DinI
54859	dm	d.57.1.1	-	DNA damage-inducible protein DinI
54860	sp	d.57.1.1	-	Escherichia coli
38940	px	d.57.1.1	d1ghha_	1ghh A:
110941	cf	d.271	-	HSP90 C-terminal domain (C-terminal part of Pfam 00183)
110942	sf	d.271.1	-	HSP90 C-terminal domain (C-terminal part of Pfam 00183)
110943	fa	d.271.1.1	-	HSP90 C-terminal domain (C-terminal part of Pfam 00183)
110944	dm	d.271.1.1	-	Chaperone protein HtpG
110945	sp	d.271.1.1	-	Escherichia coli
105472	px	d.271.1.1	d1sf8a_	1sf8 A:
105473	px	d.271.1.1	d1sf8b_	1sf8 B:
105474	px	d.271.1.1	d1sf8c_	1sf8 C:
105475	px	d.271.1.1	d1sf8d_	1sf8 D:
105476	px	d.271.1.1	d1sf8e_	1sf8 E:
105477	px	d.271.1.1	d1sf8f_	1sf8 F:
105478	px	d.271.1.1	d1sf8g_	1sf8 G:
105479	px	d.271.1.1	d1sf8h_	1sf8 H:
54861	cf	d.58	-	Ferredoxin-like
54862	sf	d.58.1	-	4Fe-4S ferredoxins
54863	fa	d.58.1.1	-	Short-chain ferredoxins
54864	dm	d.58.1.1	-	Ferredoxin II
54866	sp	d.58.1.1	-	Peptostreptococcus asaccharolyticus
38943	px	d.58.1.1	d1dura_	1dur A:
54867	sp	d.58.1.1	-	Clostridium acidi-urici
38944	px	d.58.1.1	d2fdn__	2fdn -
38945	px	d.58.1.1	d1fca__	1fca -
38946	px	d.58.1.1	d1fdn__	1fdn -
54868	sp	d.58.1.1	-	Clostridium pasteurianum
38947	px	d.58.1.1	d1clf__	1clf -
54869	sp	d.58.1.1	-	Chromatium vinosum
38948	px	d.58.1.1	d1blu__	1blu -
102954	sp	d.58.1.1	-	Thauera aromatica
97454	px	d.58.1.1	d1rgva_	1rgv A:
54870	fa	d.58.1.2	-	7-Fe ferredoxin
54871	dm	d.58.1.2	-	Ferredoxin
54872	sp	d.58.1.2	-	Azotobacter vinelandii
38949	px	d.58.1.2	d6fd1__	6fd1 -
38950	px	d.58.1.2	d5fd1__	5fd1 -
38952	px	d.58.1.2	d1fer__	1fer -
38951	px	d.58.1.2	d1fda__	1fda -
38953	px	d.58.1.2	d7fd1a_	7fd1 A:
38954	px	d.58.1.2	d6fdra_	6fdr A:
38955	px	d.58.1.2	d7fdra_	7fdr A:
94428	px	d.58.1.2	d1pc4a_	1pc4 A:
38956	px	d.58.1.2	d1f5ba_	1f5b A:
38957	px	d.58.1.2	d1d3wa_	1d3w A:
94429	px	d.58.1.2	d1pc5a_	1pc5 A:
38958	px	d.58.1.2	d1f5ca_	1f5c A:
38959	px	d.58.1.2	d1g3oa_	1g3o A:
38961	px	d.58.1.2	d2fd2__	2fd2 -
38963	px	d.58.1.2	d1g6ba_	1g6b A:
38965	px	d.58.1.2	d1b0ta_	1b0t A:
38964	px	d.58.1.2	d1fri__	1fri -
38966	px	d.58.1.2	d1a6l__	1a6l -
38967	px	d.58.1.2	d1frk__	1frk -
